iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
THA,Asia,Thailand,1/4/2020,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/5/2020,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/6/2020,,,,,,,,,,,,,,,,,,,,,,5,9,0,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/8/2020,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/9/2020,,,,,,,,,,,,,,,,,,,,,,13,23,0,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/10/2020,,,,,,,,,,,,,,,,,,,,,,18,41,0.001,0,,,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/11/2020,,,,,,,,,,,,,,,,,,,,,,3,44,0.001,0,6,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/12/2020,,,,,,,,,,,,,,,,,,,,,,6,50,0.001,0,7,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/13/2020,,,,,,,,,,,,,,,,,,,,,,14,64,0.001,0,8,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/14/2020,,,,,,,,,,,,,,,,,,,,,,7,71,0.001,0,9,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/15/2020,,,,,,,,,,,,,,,,,,,,,,12,83,0.001,0,10,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/16/2020,,,,,,,,,,,,,,,,,,,,,,9,92,0.001,0,10,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/17/2020,,,,,,,,,,,,,,,,,,,,,,5,97,0.001,0,8,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/18/2020,,,,,,,,,,,,,,,,,,,,,,23,120,0.002,0,11,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/19/2020,,,,,,,,,,,,,,,,,,,,,,6,126,0.002,0,11,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/20/2020,,,,,,,,,,,,,,,,,,,,,,48,174,0.002,0.001,16,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/21/2020,,,,,,,,,,,,,,,,,,,,,,12,186,0.003,0,16,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/22/2020,4,,,,,,0.057,,,,,,,,,,,,,,,8,194,0.003,0,16,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/23/2020,4,0,,,,,0.057,0,,,,,,,,,,,,,,24,218,0.003,0,18,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/24/2020,5,1,,,,,0.071,0.014,,,,,,,,,,,,,,19,237,0.003,0,20,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/25/2020,6,1,,,,,0.086,0.014,,,,,,,,,,,,,,26,263,0.004,0,20,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/26/2020,8,2,,,,,0.114,0.029,,,,,,,,,,,,,,61,324,0.005,0.001,28,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/27/2020,8,0,,,,,0.114,0,,,,,,,,,,,,,,59,383,0.005,0.001,30,0,,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/28/2020,14,6,1.429,,,,0.2,0.086,0.02,,,,,,,,,,,,,78,461,0.007,0.001,39,0.001,0.0366,27.3,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/29/2020,14,0,1.429,,,,0.2,0,0.02,,,,,,,,,,,,,108,569,0.008,0.002,54,0.001,0.0265,37.8,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/30/2020,14,0,1.429,,,,0.2,0,0.02,,,,,,,,,,,,,135,704,0.01,0.002,69,0.001,0.0207,48.3,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,1/31/2020,19,5,2,,,,0.272,0.071,0.029,,,,,,,,,,,,,142,846,0.012,0.002,87,0.001,0.023,43.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,2428.4,5.43,5.43,34.715807
THA,Asia,Thailand,2/1/2020,19,0,1.857,,,,0.272,0,0.027,,,,,,,,,,,,,224,1070,0.015,0.003,115,0.002,0.0161,61.9,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/2/2020,19,0,1.571,,,,0.272,0,0.022,,,,,,,,,,,,,153,1223,0.017,0.002,128,0.002,0.0123,81.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/3/2020,19,0,1.571,,,,0.272,0,0.022,,,,,,,,,,,,,128,1351,0.019,0.002,138,0.002,0.0114,87.8,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/4/2020,25,6,1.571,,,,0.357,0.086,0.022,,,,,,,,,,,,,235,1586,0.023,0.003,161,0.002,0.0098,102.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/5/2020,25,0,1.571,,,,0.357,0,0.022,,,,,,,,,,,,,387,1973,0.028,0.006,201,0.003,0.0078,127.9,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/6/2020,25,0,1.571,,,,0.357,0,0.022,,,,,,,,,,,,,205,2178,0.031,0.003,211,0.003,0.0074,134.3,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/7/2020,25,0,0.857,,,,0.357,0,0.012,,,,,,,,,,,,,152,2330,0.033,0.002,212,0.003,0.004,247.4,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/8/2020,32,7,1.857,,,,0.457,0.1,0.027,,,,,,,,,,,,,104,2434,0.035,0.001,195,0.003,0.0095,105,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/9/2020,32,0,1.857,,,,0.457,0,0.027,,,,,,,,,,,,,61,2495,0.036,0.001,182,0.003,0.0102,98,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/10/2020,32,0,1.857,,,,0.457,0,0.027,,,,,,,,,,,,,51,2546,0.036,0.001,171,0.002,0.0109,92.1,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/11/2020,33,1,1.143,,,,0.472,0.014,0.016,,,,,,,,,,,,,65,2611,0.037,0.001,146,0.002,0.0078,127.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/12/2020,33,0,1.143,,,,0.472,0,0.016,,,,,,,,,,,,,116,2727,0.039,0.002,108,0.002,0.0106,94.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/13/2020,33,0,1.143,,,,0.472,0,0.016,,,,,,,,,,,,,69,2796,0.04,0.001,88,0.001,0.013,77,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/14/2020,33,0,1.143,,,,0.472,0,0.016,,,,,,,,,,,,,53,2849,0.041,0.001,74,0.001,0.0154,64.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/15/2020,34,1,0.286,,,,0.486,0.014,0.004,,,,,,,,,,,,,81,2930,0.042,0.001,71,0.001,0.004,248.3,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/16/2020,34,0,0.286,,,,0.486,0,0.004,,,,,,,,,,,,,33,2963,0.042,0,67,0.001,0.0043,234.3,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/17/2020,35,1,0.429,,,,0.5,0.014,0.006,,,,,,,,,,,,,125,3088,0.044,0.002,77,0.001,0.0056,179.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/18/2020,35,0,0.286,,,,0.5,0,0.004,,,,,,,,,,,,,124,3212,0.046,0.002,86,0.001,0.0033,300.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/19/2020,35,0,0.286,,,,0.5,0,0.004,,,,,,,,,,,,,188,3400,0.049,0.003,96,0.001,0.003,335.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/20/2020,35,0,0.286,,,,0.5,0,0.004,,,,,,,,,,,,,193,3593,0.051,0.003,114,0.002,0.0025,398.6,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/21/2020,35,0,0.286,,,,0.5,0,0.004,,,,,,,,,,,,,190,3783,0.054,0.003,133,0.002,0.0022,465,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/22/2020,35,0,0.143,,,,0.5,0,0.002,,,,,,,,,,,,,180,3963,0.057,0.003,148,0.002,0.001,1035,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/23/2020,35,0,0.143,,,,0.5,0,0.002,,,,,,,,,,,,,255,4218,0.06,0.004,179,0.003,0.0008,1251.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/24/2020,35,0,0,,,,0.5,0,0,,,,,,,,,,,,,351,4569,0.065,0.005,212,0.003,0,,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/25/2020,37,2,0.286,,,,0.529,0.029,0.004,,,,,,,,,,,,,489,5058,0.072,0.007,264,0.004,0.0011,923.1,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/26/2020,40,3,0.714,,,,0.572,0.043,0.01,,,,,,,,,,,,,721,5779,0.083,0.01,340,0.005,0.0021,476.2,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/27/2020,40,0,0.714,,,,0.572,0,0.01,,,,,,,,,,,,,1404,7183,0.103,0.02,513,0.007,0.0014,718.5,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/28/2020,41,1,0.857,,,,0.586,0.014,0.012,,,,,,,,,,,,,1174,8357,0.119,0.017,653,0.009,0.0013,762,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,2/29/2020,42,1,1,,,,0.6,0.014,0.014,,,,,,,,,,,,,731,9088,0.13,0.01,732,0.01,0.0014,732,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,2473.6,2.93,0.11,35.36197505
THA,Asia,Thailand,3/1/2020,42,0,1,1,1,0.143,0.6,0,0.014,0.014,0.014,0.002,,,,,,,,,,621,9709,0.139,0.009,784,0.011,0.0013,784,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/2/2020,43,1,1.143,1,0,0.143,0.615,0.014,0.016,0.014,0,0.002,,,,,,,,,,751,10460,0.15,0.011,842,0.012,0.0014,736.7,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/3/2020,43,0,0.857,1,0,0.143,0.615,0,0.012,0.014,0,0.002,,,,,,,,,,716,11176,0.16,0.01,874,0.012,0.001,1019.8,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/4/2020,43,0,0.429,1,0,0.143,0.615,0,0.006,0.014,0,0.002,,,,,,,,,,632,11808,0.169,0.009,861,0.012,0.0005,2007,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/5/2020,47,4,1,1,0,0.143,0.672,0.057,0.014,0.014,0,0.002,,,,,,,,,,671,12479,0.178,0.01,757,0.011,0.0013,757,tests performed,,,,,,,,,,,,,,0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/6/2020,48,1,1,1,0,0.143,0.686,0.014,0.014,0.014,0,0.002,,,,,,,,,,619,13098,0.187,0.009,677,0.01,0.0015,677,tests performed,,,,,,,,,,,,,,16.67,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/7/2020,50,2,1.143,1,0,0.143,0.715,0.029,0.016,0.014,0,0.002,,,,,,,,,,696,13794,0.197,0.01,672,0.01,0.0017,587.9,tests performed,,,,,,,,,,,,,,16.67,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/8/2020,50,0,1.143,1,0,0,0.715,0,0.016,0.014,0,0,,,,,,,,,,560,14354,0.205,0.008,664,0.009,0.0017,580.9,tests performed,,,,,,,,,,,,,,16.67,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/9/2020,50,0,1,1,0,0,0.715,0,0.014,0.014,0,0,,,,,,,,,,807,15161,0.217,0.012,672,0.01,0.0015,672,tests performed,,,,,,,,,,,,,,16.67,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/10/2020,53,3,1.429,1,0,0,0.758,0.043,0.02,0.014,0,0,,,,,,,,,,611,15772,0.225,0.009,657,0.009,0.0022,459.8,tests performed,,,,,,,,,,,,,,25,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/11/2020,59,6,2.286,1,0,0,0.843,0.086,0.033,0.014,0,0,,,,,,,,,,1005,16777,0.24,0.014,710,0.01,0.0032,310.6,tests performed,,,,,,,,,,,,,,25,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/12/2020,70,11,3.286,1,0,0,1.001,0.157,0.047,0.014,0,0,,,,,,,,,,1054,17831,0.255,0.015,765,0.011,0.0043,232.8,tests performed,,,,,,,,,,,,,,25,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/13/2020,75,5,3.857,1,0,0,1.072,0.071,0.055,0.014,0,0,,,,,,,,,,1246,19077,0.273,0.018,854,0.012,0.0045,221.4,tests performed,,,,,,,,,,,,,,25,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/14/2020,82,7,4.571,1,0,0,1.172,0.1,0.065,0.014,0,0,,,,,,,,,,1356,20433,0.292,0.019,948,0.014,0.0048,207.4,tests performed,,,,,,,,,,,,,,25,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/15/2020,114,32,9.143,1,0,0,1.63,0.457,0.131,0.014,0,0,,,,,,,,,,2106,22539,0.322,0.03,1169,0.017,0.0078,127.9,tests performed,,,,,,,,,,,,,,26.85,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/16/2020,147,33,13.857,1,0,0,2.101,0.472,0.198,0.014,0,0,2.16,,,,,,,,,2190,24729,0.354,0.031,1367,0.02,0.0101,98.7,tests performed,,,,,,,,,,,,,,33.8,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/17/2020,177,30,17.714,1,0,0,2.53,0.429,0.253,0.014,0,0,2.15,,,,,,,,,3162,27891,0.399,0.045,1731,0.025,0.0102,97.7,tests performed,,,,,,,,,,,,,,39.35,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/18/2020,212,35,21.857,1,0,0,3.031,0.5,0.312,0.014,0,0,2.15,,,,,,,,,2696,30587,0.437,0.039,1973,0.028,0.0111,90.3,tests performed,,,,,,,,,,,,,,48.61,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/19/2020,272,60,28.857,1,0,0,3.888,0.858,0.413,0.014,0,0,2.18,,,,,,,,,2895,33482,0.479,0.041,2236,0.032,0.0129,77.5,tests performed,,,,,,,,,,,,,,48.61,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/20/2020,322,50,35.286,1,0,0,4.603,0.715,0.504,0.014,0,0,2.19,,,,,,,,,2109,35591,0.509,0.03,2359,0.034,0.015,66.9,tests performed,,,,,,,,,,,,,,48.61,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/21/2020,411,89,47,1,0,0,5.876,1.272,0.672,0.014,0,0,2.21,,,,,,,,,1668,37259,0.533,0.024,2404,0.034,0.0196,51.1,tests performed,,,,,,,,,,,,,,52.31,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/22/2020,599,188,69.286,1,0,0,8.563,2.688,0.99,0.014,0,0,2.2,,,,,,,,,2058,39317,0.562,0.029,2397,0.034,0.0289,34.6,tests performed,,,,,,,,,,,,,,52.31,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/23/2020,721,122,82,1,0,0,10.307,1.744,1.172,0.014,0,0,2.06,,,,,,,,,2369,41686,0.596,0.034,2422,0.035,0.0339,29.5,tests performed,,,,,,,,,,,,,,52.31,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/24/2020,827,106,92.857,4,3,0.429,11.823,1.515,1.327,0.057,0.043,0.006,1.91,,,,,,,,,2363,44049,0.63,0.034,2308,0.033,0.0402,24.9,tests performed,,,,,,,,,,,,,,52.31,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,3/25/2020,934,107,103.143,4,0,0.429,13.352,1.53,1.475,0.057,0,0.006,1.77,,,,,,,,,2923,46972,0.672,0.042,2341,0.033,0.0441,22.7,tests performed,,,,,,,,,,,,,,57.87,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
